,PROPERTIES PAGE,property_name,area,address,sell_price,rent_price,bedrooms,living_rooms,years,efficiency_ratio,lat,long
0,1,Forfar,Kln Tong / Beacon Hill ,Flat B| High Floor|  The Forfar| Forfar| Kln Tong / Beacon Hill ,5000,85000,4.0,2.0,9.0,75.0,22.3369319,114.1763367
1,1,King's Park Hill,Homantin/Kingspark ,High Floor|  Apt 70 ( Blk 4 )| King's Park Hill| Homantin/Kingspark ,9800,138000,5.0,2.0,19.0,68.0,22.318507,114.1755339
2,1,34G Braga Circuit,Kadoorie Hill , 34G Braga Circuit| Kadoorie Hill ,3800,56000,3.0,2.0,63.0,,22.3226411,114.1758902
3,1,Beverly Villas,Kln Tong / Beacon Hill ,Flat C| Low Floor|  Block 04| Beverly Villas| Kln Tong / Beacon Hill ,2380,56000,3.0,2.0,38.0,93.0,22.3369319,114.1763367
4,1,One Mayfair,Kln Tong / Beacon Hill , Block 7| One Mayfair| Kln Tong / Beacon Hill ,4200,56000,3.0,1.0,7.0,78.0,22.3369319,114.1763367
5,1,Ultima,Homantin/Kingspark ,Flat B| Middle Floor|  Tower 2| Phase 2| Ultima| Homantin/Kingspark ,9000,56000,4.0,2.0,3.0,,22.318507,114.1755339
6,1,Dunbar Place,Homantin/Kingspark ,Flat B| High Floor|  Dunbar Place| Homantin/Kingspark ,3600,56000,3.0,2.0,5.0,,22.318507,114.1755339
7,1,Park View Court,Western Mid-Levels ,High Floor|  Block B| Park View Court| Western Mid-Levels ,4200,95000,4.0,2.0,45.0,75.0,22.2816223,114.147865
8,1,Ellery Terrace,Homantin/Kingspark ,Flat A| High Floor|  Ellery Terr| Ellery Terrace| Homantin/Kingspark ,2500,50000,3.0,2.0,19.0,78.0,22.318507,114.1755339
9,1,Marple Court,Kln Tong / Beacon Hill ,Flat F|  Marple Court| Kln Tong / Beacon Hill ,1680,38000,2.0,2.0,47.0,80.0,22.3369319,114.1763367
10,1,Padek Palace,Prince Edward Rd ,Flat C| Middle Floor|  Padek Palace| Prince Edward Rd ,4000,50000,4.0,2.0,15.0,,30.2572132,-81.70670799999999
11,1,Padek Palace,Prince Edward Rd ,Flat D| High Floor|  Padek Palace| Prince Edward Rd ,4000,50000,6.0,2.0,15.0,,30.2572132,-81.70670799999999
12,1,Nga Yuen Building,Kln Tong / Beacon Hill ,Low Floor|  Nga Yuen Building| Kln Tong / Beacon Hill ,1850,37000,3.0,2.0,55.0,80.0,22.3369319,114.1763367
13,1,Hampton Place,Olympic Station ,Flat A| High Floor|  Block 1| Hampton Place| Olympic Station ,1100,23000,2.0,2.0,15.0,75.0,34.050229,-118.2911404
14,1,Silver Crest,Kln Tong / Beacon Hill , Silver Crest| Kln Tong / Beacon Hill ,9800,200000,4.0,2.0,38.0,92.0,22.3369319,114.1763367
15,1,One Beacon Hill,Kln Tong / Beacon Hill ,High Floor|  Block 18| Phase 4| One Beacon Hill| Kln Tong / Beacon Hill ,10800,200000,5.0,3.0,15.0,78.0,22.3369319,114.1763367
16,1,3 Julia Avenue,Homantin/Kingspark ,Flat C|  Julia Avenue 3| 3 Julia Avenue| Homantin/Kingspark ,1800,200000,2.0,2.0,3.0,,22.318507,114.1755339
17,1,Padek Palace,Prince Edward Rd ,Flat A| Middle Floor|  Padek Palace| Prince Edward Rd ,1850,35000,3.0,2.0,15.0,75.0,30.2572132,-81.70670799999999
18,2,Paris Garden,Prince Edward Rd ,Middle Floor|  Paris Garden| Prince Edward Rd ,2010,40000,3.0,2.0,26.0,72.0,30.2572132,-81.70670799999999
19,2,Boundary Crest,Kln Tong / Beacon Hill ,High Floor|  Boundary Crest| Kln Tong / Beacon Hill ,860,25000,1.0,2.0,41.0,78.0,22.3369319,114.1763367
20,2,Grandeur Villa,Yau Yat Chuen/Shek Kip Mei ,Low Floor|  Block 3| Grandeur Villa| Yau Yat Chuen/Shek Kip Mei ,2600,48000,3.0,2.0,27.0,72.0,22.3312462,114.1744039
21,2,Dynasty Heights,Yau Yat Chuen/Shek Kip Mei ,Flat B| High Floor|  Tropicana 3 (Block 23)| Dynasty Heights| Yau Yat Chuen/Shek Kip Mei ,3200,65000,3.0,2.0,20.0,77.0,22.3312462,114.1744039
22,2,Edwardian Heights,Homantin/Kingspark ,Flat B| High Floor|  Edwardian Heights ( Phase 2 )| Edwardian Heights| Homantin/Kingspark ,1500,30000,3.0,2.0,46.0,76.0,22.318507,114.1755339
23,2,Le Chateau,Kln Tong / Beacon Hill ,Flat E|  Le Chateau| Kln Tong / Beacon Hill ,2980,30000,4.0,2.0,6.0,80.0,22.3369319,114.1763367
24,2,May Fair Court,Yau Yat Chuen/Shek Kip Mei , May Fair Court| Yau Yat Chuen/Shek Kip Mei ,2360,30000,3.0,2.0,37.0,82.0,22.3312462,114.1744039
25,2,Beverly Villas,Kln Tong / Beacon Hill ,Flat C| Low Floor|  Block 7| Beverly Villas| Kln Tong / Beacon Hill ,2800,30000,3.0,2.0,38.0,93.0,22.3369319,114.1763367
26,2,Homantin Hillside,Hung Hom ,Flat A|  Block 1| Homantin Hillside| Hung Hom ,3800,30000,4.0,,3.0,,22.3055658,114.1887233
27,2,Ultima,Homantin/Kingspark ,Flat C| Middle Floor|  Block 7| Ultima| Homantin/Kingspark ,6900,30000,4.0,2.0,3.0,,22.318507,114.1755339
28,2,The Colonnades,Argyle Street ,Flat B| Low Floor|  The Colonnades| Argyle Street ,1100,30000,2.0,2.0,30.0,83.0,41.9716799,-87.7484664
29,2,Mantin Heights,Homantin/Kingspark ,Flat G|  Block 1| Mantin Heights| Homantin/Kingspark ,1600,30000,2.0,2.0,2.0,,22.318507,114.1755339
30,2,Man Yuen,Homantin/Kingspark ,Low Floor|  Man Yuen| Homantin/Kingspark ,1500,30000,3.0,2.0,51.0,90.0,22.318507,114.1755339
31,2,Fessenden Court,Kln Tong / Beacon Hill ,Flat A|  Fessenden Court| Kln Tong / Beacon Hill ,1900,30000,3.0,2.0,43.0,83.0,22.3369319,114.1763367
32,2,Dynasty Heights,Yau Yat Chuen/Shek Kip Mei ,Flat F| Low Floor|  Tropicana 6 (Block 21)| Dynasty Heights| Yau Yat Chuen/Shek Kip Mei ,1200,25000,2.0,2.0,20.0,77.0,22.3312462,114.1744039
33,2,Cheerworld Court,Homantin/Kingspark ,Low Floor|  Cheerworld Court| Homantin/Kingspark ,1650,34000,3.0,2.0,25.0,61.0,22.318507,114.1755339
34,2,Gay Mansion,Waterloo Road ,Middle Floor|  Gay Mansion| Waterloo Road ,1000,34000,3.0,2.0,53.0,70.0,35.7241964,-97.44084140000001
35,2,Duchy Heights,Homantin/Kingspark ,Flat A| Middle Floor|  Duchy Heights| Homantin/Kingspark ,1800,34000,3.0,2.0,47.0,80.0,22.318507,114.1755339
36,3,Paris Garden,Prince Edward Rd ,Middle Floor|  Paris Garden| Prince Edward Rd ,2010,40000,3.0,2.0,26.0,72.0,30.2572132,-81.70670799999999
37,3,Boundary Crest,Kln Tong / Beacon Hill ,High Floor|  Boundary Crest| Kln Tong / Beacon Hill ,860,25000,1.0,2.0,41.0,78.0,22.3369319,114.1763367
38,3,Grandeur Villa,Yau Yat Chuen/Shek Kip Mei ,Low Floor|  Block 3| Grandeur Villa| Yau Yat Chuen/Shek Kip Mei ,2600,48000,3.0,2.0,27.0,72.0,22.3312462,114.1744039
39,3,Dynasty Heights,Yau Yat Chuen/Shek Kip Mei ,Flat B| High Floor|  Tropicana 3 (Block 23)| Dynasty Heights| Yau Yat Chuen/Shek Kip Mei ,3200,65000,3.0,2.0,20.0,77.0,22.3312462,114.1744039
40,3,Edwardian Heights,Homantin/Kingspark ,Flat B| High Floor|  Edwardian Heights ( Phase 2 )| Edwardian Heights| Homantin/Kingspark ,1500,30000,3.0,2.0,46.0,76.0,22.318507,114.1755339
41,3,Le Chateau,Kln Tong / Beacon Hill ,Flat E|  Le Chateau| Kln Tong / Beacon Hill ,2980,30000,4.0,2.0,6.0,80.0,22.3369319,114.1763367
42,3,May Fair Court,Yau Yat Chuen/Shek Kip Mei , May Fair Court| Yau Yat Chuen/Shek Kip Mei ,2360,30000,3.0,2.0,37.0,82.0,22.3312462,114.1744039
43,3,Beverly Villas,Kln Tong / Beacon Hill ,Flat C| Low Floor|  Block 7| Beverly Villas| Kln Tong / Beacon Hill ,2800,30000,3.0,2.0,38.0,93.0,22.3369319,114.1763367
44,3,Homantin Hillside,Hung Hom ,Flat A|  Block 1| Homantin Hillside| Hung Hom ,3800,30000,4.0,,3.0,,22.3055658,114.1887233
45,3,Ultima,Homantin/Kingspark ,Flat C| Middle Floor|  Block 7| Ultima| Homantin/Kingspark ,6900,30000,4.0,2.0,3.0,,22.318507,114.1755339
46,3,The Colonnades,Argyle Street ,Flat B| Low Floor|  The Colonnades| Argyle Street ,1100,30000,2.0,2.0,30.0,83.0,41.9716799,-87.7484664
47,3,Mantin Heights,Homantin/Kingspark ,Flat G|  Block 1| Mantin Heights| Homantin/Kingspark ,1600,30000,2.0,2.0,2.0,,22.318507,114.1755339
48,3,Man Yuen,Homantin/Kingspark ,Low Floor|  Man Yuen| Homantin/Kingspark ,1500,30000,3.0,2.0,51.0,90.0,22.318507,114.1755339
49,3,Fessenden Court,Kln Tong / Beacon Hill ,Flat A|  Fessenden Court| Kln Tong / Beacon Hill ,1900,30000,3.0,2.0,43.0,83.0,22.3369319,114.1763367
50,3,Dynasty Heights,Yau Yat Chuen/Shek Kip Mei ,Flat F| Low Floor|  Tropicana 6 (Block 21)| Dynasty Heights| Yau Yat Chuen/Shek Kip Mei ,1200,25000,2.0,2.0,20.0,77.0,22.3312462,114.1744039
51,3,Cheerworld Court,Homantin/Kingspark ,Low Floor|  Cheerworld Court| Homantin/Kingspark ,1650,34000,3.0,2.0,25.0,61.0,22.318507,114.1755339
52,3,Gay Mansion,Waterloo Road ,Middle Floor|  Gay Mansion| Waterloo Road ,1000,34000,3.0,2.0,53.0,70.0,35.7241964,-97.44084140000001
53,3,Duchy Heights,Homantin/Kingspark ,Flat A| Middle Floor|  Duchy Heights| Homantin/Kingspark ,1800,34000,3.0,2.0,47.0,80.0,22.318507,114.1755339
54,4,Ultima,Homantin/Kingspark ,Flat A|  Block 7| Ultima| Homantin/Kingspark ,4300,60000,3.0,2.0,3.0,,22.318507,114.1755339
55,4,One Homantin,Homantin/Kingspark ,Flat C|  Tower 5| One Homantin| Homantin/Kingspark ,1280,60000,2.0,2.0,2.0,,22.318507,114.1755339
56,4,Mandarin Court,Argyle Street ,High Floor|  Block 1| Mandarin Court| Argyle Street ,1380,60000,3.0,2.0,60.0,80.0,41.9716799,-87.7484664
57,4,One Beacon Hill,Kln Tong / Beacon Hill ,Flat D| Low Floor|  Block 09| Phase 3| One Beacon Hill| Kln Tong / Beacon Hill ,2980,48000,3.0,2.0,15.0,75.0,22.3369319,114.1763367
58,4,Harbour Green,Olympic Station ,Flat B| Low Floor|  Block 1| Harbour Green| Olympic Station ,2390,48000,4.0,2.0,12.0,76.0,34.050229,-118.2911404
59,4,Mantin Heights,Homantin/Kingspark ,Flat B|  Block 1| Mantin Heights| Homantin/Kingspark ,1900,48000,2.0,2.0,2.0,,22.318507,114.1755339
60,4,Mantin Heights,Homantin/Kingspark ,Flat A|  Block 1| Mantin Heights| Homantin/Kingspark ,1600,48000,2.0,2.0,2.0,,22.318507,114.1755339
61,4,Parc Palais,Homantin/Kingspark ,Flat C| High Floor|  Block 6| Parc Palais| Homantin/Kingspark ,4500,48000,3.0,2.0,15.0,76.0,22.318507,114.1755339
62,4,Mantin Heights,Homantin/Kingspark ,Flat C| High Floor|  Block 5| Mantin Heights| Homantin/Kingspark ,1398,48000,2.0,2.0,2.0,,22.318507,114.1755339
63,4,Stanford Villa,Stanley/Tai Tam/Shek O , Block 3| Stanford Villa| Stanley/Tai Tam/Shek O ,2000,48000,2.0,2.0,24.0,82.0,37.09024,-95.712891
64,4,Caldecott Hill,Yau Yat Chuen/Shek Kip Mei ,Flat D|  Tower 2| Caldecott Hill| Yau Yat Chuen/Shek Kip Mei ,1600,33000,3.0,2.0,14.0,77.0,22.3312462,114.1744039
65,4,Tat Chee Court,Yau Yat Chuen/Shek Kip Mei ,High Floor|  Tat Chee Court| Yau Yat Chuen/Shek Kip Mei ,1500,33000,3.0,2.0,33.0,88.0,22.3312462,114.1744039
66,4,South Court,Kln Tong / Beacon Hill ,Flat F|  South Court| Kln Tong / Beacon Hill ,1998,33000,3.0,2.0,45.0,84.0,22.3369319,114.1763367
67,4,Carrie Court,Homantin/Kingspark ,Flat C| High Floor|  Carrie Court| Homantin/Kingspark ,1300,33000,3.0,2.0,53.0,78.0,22.318507,114.1755339
68,4,Alice Court,Kln Tong / Beacon Hill ,Flat C|  Block A| Alice Court| Kln Tong / Beacon Hill ,1080,33000,2.0,2.0,47.0,81.0,22.3369319,114.1763367
69,4,8 Lasalle,Prince Edward Rd ,Flat B| Middle Floor|  8 Lasalle| Prince Edward Rd ,3960,33000,3.0,2.0,5.0,,30.2572132,-81.70670799999999
70,4,Celestial Heights,Celestial Heights ,Flat 12| High Floor|  Celestial Avenue 12| Phase 2| Celestial Heights| Celestial Heights ,3100,33000,3.0,2.0,9.0,76.0,22.3194779,114.186131
71,4,Ocean Shores,Tseung Kwan O ,Flat F| High Floor|  Block 07| Phase 2| Ocean Shores| Tseung Kwan O ,1400,27000,,,17.0,74.0,22.3119357,114.2568776
72,5,Prince's Heights,Prince Edward Rd ,Flat D| Low Floor|  Block 1| Prince's Heights| Prince Edward Rd ,1750,27000,3.0,2.0,47.0,74.0,30.2572132,-81.70670799999999
73,5,Comfort Court,Kln Tong / Beacon Hill ,Flat B| Low Floor|  Comfort Court| Kln Tong / Beacon Hill ,1888,27000,3.0,2.0,42.0,74.0,22.3369319,114.1763367
74,5,Mantin Heights,Homantin/Kingspark ,Flat E|  Block 5| Mantin Heights| Homantin/Kingspark ,1800,27000,2.0,2.0,2.0,,22.318507,114.1755339
75,5,Kadoorie Hill,Prince Edward Rd ,Flat A| Middle Floor|  Kadoorie Hill| Prince Edward Rd ,5350,27000,4.0,2.0,6.0,76.0,30.2572132,-81.70670799999999
76,5,Celestial Heights,Celestial Heights ,Flat 33| Low Floor|  Celestial Avenue 33| Phase 1| Celestial Heights| Celestial Heights ,2780,27000,3.0,2.0,10.0,77.0,22.3194779,114.186131
77,5,One Homantin,Homantin/Kingspark ,Flat E|  Tower 1| One Homantin| Homantin/Kingspark ,1350,27000,2.0,2.0,2.0,,22.318507,114.1755339
78,5,One Homantin,Homantin/Kingspark ,Flat F|  Tower 2| One Homantin| Homantin/Kingspark ,1200,27000,1.0,2.0,2.0,,22.318507,114.1755339
79,5,The Morgan,Western Mid-Levels ,Flat A|  The Morgan| Western Mid-Levels ,9800,168000,3.0,2.0,2.0,,22.2816223,114.147865
80,5,The Colonnades,Argyle Street ,Flat E| High Floor|  The Colonnades| Argyle Street ,1200,168000,2.0,2.0,30.0,83.0,41.9716799,-87.7484664
81,5,The Arch,Kowloon Station ,Flat A| Low Floor|  Tower 2A (Moon Tower)| The Arch| Kowloon Station ,5400,168000,3.0,1.0,13.0,76.0,22.304306,114.161475
82,5,Mantin Heights,Homantin/Kingspark ,Flat E|  Block 1| Mantin Heights| Homantin/Kingspark ,1680,168000,2.0,2.0,2.0,,22.318507,114.1755339
83,5,Gar Fook Court,Kln Tong / Beacon Hill ,Flat F|  Gar Fook Court| Kln Tong / Beacon Hill ,800,168000,3.0,2.0,38.0,86.0,22.3369319,114.1763367
84,5,The Harbourside,Kowloon Station ,Flat E| Low Floor|  Block 2| The Harbourside| Kowloon Station ,3360,43000,2.0,1.0,16.0,72.0,22.304306,114.161475
85,5,Mantin Heights,Homantin/Kingspark ,Flat B| Low Floor|  Block 1| Mantin Heights| Homantin/Kingspark ,1870,43000,2.0,2.0,2.0,,22.318507,114.1755339
86,5,Ming Garden,Prince Edward Rd ,Middle Floor|  Ming Garden| Prince Edward Rd ,1590,43000,3.0,2.0,30.0,84.0,30.2572132,-81.70670799999999
87,5,Yee On Court,Waterloo Road ,High Floor|  Block B| Yee On Court| Waterloo Road ,1200,43000,3.0,2.0,42.0,85.0,35.7241964,-97.44084140000001
88,5,The Victoria Towers,Tsim Sha Tsui ,Flat D| Middle Floor|  Block 2| The Victoria Towers| Tsim Sha Tsui ,1500,43000,2.0,1.0,16.0,65.0,22.2988123,114.1721746
89,5,One Homantin,Homantin/Kingspark ,Flat G| Middle Floor|  Tower 3| One Homantin| Homantin/Kingspark ,1368,43000,2.0,2.0,2.0,,22.318507,114.1755339
90,6,Prince's Heights,Prince Edward Rd ,Flat D| Low Floor|  Block 1| Prince's Heights| Prince Edward Rd ,1750,43000,3.0,2.0,47.0,74.0,30.2572132,-81.70670799999999
91,6,Comfort Court,Kln Tong / Beacon Hill ,Flat B| Low Floor|  Comfort Court| Kln Tong / Beacon Hill ,1888,43000,3.0,2.0,42.0,74.0,22.3369319,114.1763367
92,6,Mantin Heights,Homantin/Kingspark ,Flat E|  Block 5| Mantin Heights| Homantin/Kingspark ,1800,43000,2.0,2.0,2.0,,22.318507,114.1755339
93,6,Kadoorie Hill,Prince Edward Rd ,Flat A| Middle Floor|  Kadoorie Hill| Prince Edward Rd ,5350,43000,4.0,2.0,6.0,76.0,30.2572132,-81.70670799999999
94,6,Celestial Heights,Celestial Heights ,Flat 33| Low Floor|  Celestial Avenue 33| Phase 1| Celestial Heights| Celestial Heights ,2780,43000,3.0,2.0,10.0,77.0,22.3194779,114.186131
95,6,One Homantin,Homantin/Kingspark ,Flat E|  Tower 1| One Homantin| Homantin/Kingspark ,1350,43000,2.0,2.0,2.0,,22.318507,114.1755339
96,6,One Homantin,Homantin/Kingspark ,Flat F|  Tower 2| One Homantin| Homantin/Kingspark ,1200,43000,1.0,2.0,2.0,,22.318507,114.1755339
97,6,The Morgan,Western Mid-Levels ,Flat A|  The Morgan| Western Mid-Levels ,9800,168000,3.0,2.0,2.0,,22.2816223,114.147865
98,6,The Colonnades,Argyle Street ,Flat E| High Floor|  The Colonnades| Argyle Street ,1200,168000,2.0,2.0,30.0,83.0,41.9716799,-87.7484664
99,6,The Arch,Kowloon Station ,Flat A| Low Floor|  Tower 2A (Moon Tower)| The Arch| Kowloon Station ,5400,168000,3.0,1.0,13.0,76.0,22.304306,114.161475
100,6,Mantin Heights,Homantin/Kingspark ,Flat E|  Block 1| Mantin Heights| Homantin/Kingspark ,1680,168000,2.0,2.0,2.0,,22.318507,114.1755339
101,6,Gar Fook Court,Kln Tong / Beacon Hill ,Flat F|  Gar Fook Court| Kln Tong / Beacon Hill ,800,168000,3.0,2.0,38.0,86.0,22.3369319,114.1763367
102,6,The Harbourside,Kowloon Station ,Flat E| Low Floor|  Block 2| The Harbourside| Kowloon Station ,3360,43000,2.0,1.0,16.0,72.0,22.304306,114.161475
103,6,Mantin Heights,Homantin/Kingspark ,Flat B| Low Floor|  Block 1| Mantin Heights| Homantin/Kingspark ,1870,43000,2.0,2.0,2.0,,22.318507,114.1755339
104,6,Ming Garden,Prince Edward Rd ,Middle Floor|  Ming Garden| Prince Edward Rd ,1590,43000,3.0,2.0,30.0,84.0,30.2572132,-81.70670799999999
105,6,Yee On Court,Waterloo Road ,High Floor|  Block B| Yee On Court| Waterloo Road ,1200,43000,3.0,2.0,42.0,85.0,35.7241964,-97.44084140000001
106,6,The Victoria Towers,Tsim Sha Tsui ,Flat D| Middle Floor|  Block 2| The Victoria Towers| Tsim Sha Tsui ,1500,43000,2.0,1.0,16.0,65.0,22.2988123,114.1721746
107,6,One Homantin,Homantin/Kingspark ,Flat G| Middle Floor|  Tower 3| One Homantin| Homantin/Kingspark ,1368,43000,2.0,2.0,2.0,,22.318507,114.1755339
108,7,Manhattan Court,Kln Tong / Beacon Hill ,High Floor|  Manhattan Court| Kln Tong / Beacon Hill ,1980,43000,3.0,2.0,43.0,82.0,22.3369319,114.1763367
109,7,Meridian Hill,Kln Tong / Beacon Hill ,Flat D| High Floor|  Block 3| Meridian Hill| Kln Tong / Beacon Hill ,3300,43000,3.0,2.0,8.0,77.0,22.3369319,114.1763367
110,7,Mount Beacon,Yau Yat Chuen/Shek Kip Mei ,Flat C| High Floor|  Block 3| Mount Beacon| Yau Yat Chuen/Shek Kip Mei ,2750,43000,3.0,2.0,13.0,74.0,22.3312462,114.1744039
111,7,Mantin Heights,Homantin/Kingspark ,Flat F|  Block 2| Mantin Heights| Homantin/Kingspark ,1350,43000,2.0,2.0,2.0,,22.318507,114.1755339
112,7,Moonlight Mansion,Prince Edward Rd ,Low Floor|  Moonlight Mansion| Prince Edward Rd ,1650,43000,3.0,2.0,44.0,82.0,30.2572132,-81.70670799999999
113,7,Meridian Hill,Kln Tong / Beacon Hill ,Flat C| High Floor|  Block 3| Meridian Hill| Kln Tong / Beacon Hill ,2800,43000,3.0,2.0,8.0,77.0,22.3369319,114.1763367
114,7,One West Kowloon,Cheung Sha Wan ,Flat A| High Floor|  Tower 2| One West Kowloon| Cheung Sha Wan ,1880,39000,,,5.0,74.0,22.3358055,114.1494892
115,7,Vision Court,Prince Edward Rd ,Flat B| Middle Floor|  Vision Court| Prince Edward Rd ,1050,39000,2.0,2.0,17.0,70.0,30.2572132,-81.70670799999999
116,7,St. George Apartments,Waterloo Road ,Flat C| Middle Floor|  St. George Apartments| Waterloo Road ,2200,39000,3.0,2.0,17.0,71.0,35.7241964,-97.44084140000001
117,7,Celestial Heights,Celestial Heights ,Flat 16| High Floor|  Celestial Avenue 16| Phase 2| Celestial Heights| Celestial Heights ,4500,39000,4.0,2.0,9.0,77.0,22.3194779,114.186131
118,7,The Masterpiece,Tsim Sha Tsui ,Flat K| Low Floor|  The Masterpiece| Tsim Sha Tsui ,2280,44000,1.0,1.0,10.0,73.0,22.2988123,114.1721746
119,7,Fook Hong Court,Kln Tong / Beacon Hill ,Flat C| Middle Floor|  Fook Hong Court| Kln Tong / Beacon Hill ,800,44000,2.0,1.0,44.0,,22.3369319,114.1763367
120,7,Boland Court,Kln Tong / Beacon Hill ,Flat C|  Phase 2| Boland Court| Kln Tong / Beacon Hill ,980,44000,3.0,2.0,43.0,86.0,22.3369319,114.1763367
121,7,Meridian Hill,Kln Tong / Beacon Hill ,Flat D|  Block 2| Meridian Hill| Kln Tong / Beacon Hill ,4150,44000,4.0,2.0,8.0,76.0,22.3369319,114.1763367
122,7,Carmel On The Hill,Homantin/Kingspark ,Flat C| Middle Floor|  Carmel On The Hill| Homantin/Kingspark ,950,44000,2.0,2.0,15.0,73.0,22.318507,114.1755339
123,7,Paxton,Prince Edward Rd ,Flat C|  Paxton| Prince Edward Rd ,4700,44000,4.0,2.0,5.0,,30.2572132,-81.70670799999999
124,7,Mantin Heights,Homantin/Kingspark ,Flat C|  Block 5| Mantin Heights| Homantin/Kingspark ,1400,44000,2.0,2.0,2.0,,22.318507,114.1755339
125,7,Ultima,Homantin/Kingspark ,High Floor|  Tower 2| Phase 2| Ultima| Homantin/Kingspark ,13800,44000,4.0,2.0,3.0,,22.318507,114.1755339
126,8,Sorrento,Kowloon Station ,Flat H| Low Floor|  Block 2| Phase 2| Sorrento| Kowloon Station ,3200,44000,3.0,1.0,15.0,75.0,22.304306,114.161475
127,8,One Beacon Hill,Kln Tong / Beacon Hill ,Flat E| Middle Floor|  Block 06| Phase 2| One Beacon Hill| Kln Tong / Beacon Hill ,3100,44000,3.0,2.0,15.0,74.0,22.3369319,114.1763367
128,8,Fessenden Court,Kln Tong / Beacon Hill ,Flat D|  Fessenden Court| Kln Tong / Beacon Hill ,1300,44000,3.0,2.0,43.0,84.0,22.3369319,114.1763367
129,8,No.1 Ho Man Tin Hill,Homantin/Kingspark ,Flat C| Low Floor|  Ho Man Tin Hill Road 1| No.1 Ho Man Tin Hill| Homantin/Kingspark ,2800,44000,3.0,2.0,16.0,77.0,22.318507,114.1755339
130,8,Celestial Heights,Celestial Heights ,Flat 35| High Floor|  Celestial Avenue 35| Phase 1| Celestial Heights| Celestial Heights ,4100,44000,4.0,2.0,10.0,77.0,22.3194779,114.186131
131,8,One Victory,Homantin/Kingspark ,Flat B| Middle Floor|  One Victory| Homantin/Kingspark ,980,44000,2.0,2.0,7.0,63.0,22.318507,114.1755339
132,8,One Beacon Hill,Kln Tong / Beacon Hill ,Flat E| Low Floor|  Block 06| Phase 2| One Beacon Hill| Kln Tong / Beacon Hill ,7800,44000,4.0,2.0,15.0,74.0,22.3369319,114.1763367
133,8,Beverly Villas,Kln Tong / Beacon Hill ,Flat C| High Floor|  Block 09| Beverly Villas| Kln Tong / Beacon Hill ,2080,44000,3.0,2.0,38.0,93.0,22.3369319,114.1763367
134,8,The Harbourside,Kowloon Station ,Flat C| Low Floor|  Block 3| The Harbourside| Kowloon Station ,4000,44000,3.0,1.0,16.0,74.0,22.304306,114.161475
135,8,Homantin Hillside,Hung Hom ,Flat C|  Block 1| Homantin Hillside| Hung Hom ,1100,44000,1.0,2.0,3.0,,22.3055658,114.1887233
136,8,Imperial Cullinan,Olympic Station ,Flat D| High Floor|  Block 3 (Imperial Seabank)| Imperial Cullinan| Olympic Station ,3200,50000,3.0,2.0,7.0,79.0,34.050229,-118.2911404
137,8,Wan Chai,Causeway Bay ,Flat D|  Tower 3| Phase 2| The Avenue| Admiralty| Wan Chai| Causeway Bay ,1400,29000,1.0,,4.0,,22.2859787,114.1914919
138,8,Metro Town,Tseung Kwan O ,Flat G| High Floor|  Tower 2| Phase 1 (Metro Town)| Metro Town| Tseung Kwan O ,960,29000,2.0,2.0,13.0,75.0,22.3119357,114.2568776
139,8,Ultima,Homantin/Kingspark ,Flat D|  Tower 3| Phase 2| Ultima| Homantin/Kingspark ,5800,29000,4.0,2.0,3.0,,22.318507,114.1755339
140,8,Metro Town,Tseung Kwan O ,Flat B| Middle Floor|  Block 9| Phase 2 (Le Point)| Metro Town| Tseung Kwan O ,1300,29000,3.0,2.0,11.0,75.0,22.3119357,114.2568776
141,8,Greenfield Terrace,Homantin/Kingspark ,Flat A1| Low Floor|  Blk A| Greenfield Terrace| Homantin/Kingspark ,1288,29500,3.0,2.0,40.0,89.0,22.318507,114.1755339
142,8,Metro Town,Tseung Kwan O ,Flat F| Low Floor|  Tower 1| Phase 1 (Metro Town)| Metro Town| Tseung Kwan O ,1170,29500,3.0,2.0,13.0,72.0,22.3119357,114.2568776
143,8,Beacon Heights,Yau Yat Chuen/Shek Kip Mei ,Flat B| High Floor|  Block 04| Phase 4| Beacon Heights| Yau Yat Chuen/Shek Kip Mei ,1430,33000,3.0,2.0,32.0,82.0,22.3312462,114.1744039
144,9,The Arcadia,Prince Edward Rd ,Flat B| Middle Floor|  Block 1| The Arcadia| Prince Edward Rd ,2000,36000,3.0,2.0,30.0,70.0,30.2572132,-81.70670799999999
145,9,The Leighton Hill,Happy Valley/East Mid Level ,Flat C| Low Floor|  Block 1| The Leighton Hill| Happy Valley/East Mid Level ,4500,36000,3.0,2.0,17.0,76.0,42.3486922,-72.5682945
146,9,The Altitude,Happy Valley/East Mid Level ,Flat A| Middle Floor|  The Altitude| Happy Valley/East Mid Level ,5350,36000,3.0,2.0,8.0,79.0,42.3486922,-72.5682945
147,9,Casa Bella,Western/Sheung Wan Central ,Flat A| Middle Floor|  Casa Bella| Western/Sheung Wan Central ,2200,36000,3.0,2.0,18.0,70.0,37.0937489,-95.7127622
148,9,Jade Garden,Kln Tong / Beacon Hill ,High Floor|  27 La Salle Road| Jade Garden| Kln Tong / Beacon Hill ,15000,36000,9.0,3.0,42.0,78.0,22.3369319,114.1763367
149,9,Park Avenue,Olympic Station ,Flat A| Low Floor|  Block 10| Park Avenue| Olympic Station ,1400,36000,2.0,2.0,18.0,73.0,34.050229,-118.2911404
